iso3,region,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
FSM,WPR,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,41.0,0.0,930.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,,,1.0
GAB,AFR,2245.0,10967.0,2963.0,6130.0,4614.0,3172.0,1641.0,2306.0,1747.0,4324.0,7234.0,5222.0,6826.0,2074.0,655.0,1780.0,738.0,,1245.0,958.0,,,70.0,,,,15.0,5129.0,110.0,,63.0,0.0,90.0,0.0,3.0,0.0,1.0,2.0,2.0,122.0,33.0,27.0,1509.0,1075.0,1.0,2.0,9.0,134.0,1293.0
GBR,EUR,118672.0,158619.0,68422.0,190393.0,133811.0,93371.0,147962.0,61779.0,105642.0,114948.0,67632.0,104774.0,90214.0,44850.0,88259.0,30160.0,28228.0,11727.0,12317.0,12018.0,23525.0,9017.0,6866.0,4844.0,74.0,,104.0,73.0,314.0,460.0,189.0,79.0,764.0,1022.0,1445.0,1212.0,443.0,1112.0,2092.0,1919.0,133.0,91.0,558.0,364.0,1216.0,1092.0,95.0,2.0,63.0
GEO,EUR,,,,,,,,,,,,,,,,,,352.0,115.0,409.0,723.0,181.0,304.0,342.0,218.0,144.0,50.0,35.0,199.0,216.0,6847.0,1356.0,334.0,44.0,56.0,23.0,22.0,64.0,31.0,7872.0,3188.0,431.0,14.0,94.0,2199.0,3918.0,20.0,5.0,
GHA,AFR,91315.0,140821.0,131405.0,108440.0,107381.0,88808.0,82684.0,38476.0,79636.0,36561.0,40179.0,64517.0,11099.0,24781.0,40456.0,19997.0,32246.0,17135.0,39933.0,34641.0,34821.0,40276.0,34273.0,37261.0,23335.0,15987.0,23068.0,13476.0,12289.0,1939.0,60.0,435.0,420.0,6.0,82.0,101.0,641.0,120.0,1613.0,319.0,124.0,23.0,32.0,19.0,34.0,1274.0,88.0,52.0,395.0
GIN,AFR,11798.0,7536.0,5852.0,8045.0,4061.0,6236.0,8552.0,11397.0,15038.0,8856.0,4396.0,2969.0,2592.0,7357.0,3353.0,4152.0,12756.0,6708.0,1617.0,5228.0,2372.0,1085.0,10292.0,10170.0,9170.0,18004.0,11294.0,7408.0,2151.0,2497.0,10.0,99.0,4.0,3.0,89.0,264.0,45.0,11.0,6.0,53.0,175.0,243.0,316.0,2036.0,482.0,4555.0,506.0,505.0,417.0
GMB,AFR,958.0,2580.0,843.0,1911.0,1655.0,2610.0,284.0,262.0,1566.0,1372.0,,1628.0,3997.0,,,,,164.0,364.0,912.0,280.0,130.0,15.0,1500.0,,856.0,336.0,99.0,32.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,71.0,45.0,1.0,4.0,1.0,,0.0,58.0
GNB,AFR,273.0,,334.0,209.0,351.0,3478.0,1332.0,2096.0,1613.0,3218.0,355.0,1328.0,2241.0,174.0,1103.0,106.0,259.0,2396.0,842.0,1707.0,378.0,528.0,73.0,498.0,,472.0,,126.0,298.0,1158.0,3526.0,0.0,0.0,1.0,12.0,0.0,26.0,0.0,0.0,0.0,1.0,153.0,0.0,11.0,28.0,60.0,22.0,,213.0
GNQ,AFR,,,,,,,,,,,198.0,464.0,788.0,11865.0,14875.0,582.0,32.0,32.0,297.0,157.0,270.0,44.0,1.0,0.0,,,,1339.0,24.0,18.0,38.0,,0.0,5.0,436.0,78.0,0.0,0.0,1190.0,321.0,13.0,1250.0,1699.0,1.0,0.0,0.0,53.0,43.0,49.0
GRC,EUR,5357.0,8931.0,8027.0,15717.0,2169.0,7822.0,13464.0,1389.0,3417.0,23723.0,1200.0,1484.0,1050.0,1891.0,5100.0,534.0,245.0,1371.0,3448.0,503.0,163.0,112.0,6082.0,136.0,66.0,69.0,56.0,12.0,5.0,,1.0,122.0,,2.0,1.0,2.0,149.0,40.0,3.0,3.0,1.0,1.0,0.0,968.0,2291.0,45.0,3.0,0.0,0.0
GRD,AMR,79.0,2.0,111.0,1542.0,197.0,3.0,53.0,9.0,1713.0,268.0,11.0,7.0,20.0,6.0,4.0,2.0,6.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
GTM,AMR,926.0,3007.0,3791.0,2682.0,2178.0,3351.0,2703.0,3472.0,3992.0,2762.0,3072.0,2272.0,1650.0,400.0,182.0,2413.0,8802.0,209.0,97.0,17.0,204.0,23.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
GUY,AMR,314.0,58.0,327.0,240.0,11.0,910.0,464.0,7.0,41.0,20.0,294.0,87.0,15.0,22.0,917.0,11.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HND,AMR,2346.0,3098.0,4206.0,2538.0,5219.0,4895.0,4188.0,5857.0,2446.0,1168.0,5028.0,6476.0,603.0,1437.0,1155.0,6353.0,8360.0,95.0,58.0,13.0,3.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
HRV,EUR,,,,,,,,,,,,,,,,,119.0,117.0,160.0,87.0,138.0,697.0,119.0,240.0,648.0,31.0,9.0,8.0,6.0,19.0,54.0,2.0,1.0,0.0,51.0,2.0,7.0,12.0,2.0,0.0,,206.0,4.0,7.0,23.0,52.0,0.0,0.0,0.0
HTI,AMR,837.0,718.0,1330.0,970.0,280.0,1143.0,507.0,2502.0,1064.0,869.0,1681.0,2111.0,269.0,3130.0,235.0,580.0,1414.0,,,,,,1.0,0.0,3.0,0.0,992.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
HUN,EUR,46790.0,638.0,243.0,130.0,334.0,216.0,1198.0,10573.0,2521.0,124.0,98.0,20.0,17.0,30.0,1103.0,,29.0,16.0,14.0,33.0,11.0,4.0,12.0,24.0,23.0,1.0,1.0,20.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,36.0,14.0,23.0,0.0,0.0,0.0
IDN,SEAR,152.0,205.0,97.0,11879.0,654.0,903.0,28935.0,33106.0,25152.0,4670.0,18947.0,9458.0,1136.0,395.0,76446.0,229666.0,92105.0,90358.0,80580.0,63751.0,48147.0,37693.0,35383.0,15313.0,1034.0,4767.0,3344.0,3825.0,14492.0,24457.0,29171.0,15853.0,20422.0,19456.0,15369.0,20818.0,18869.0,21893.0,15489.0,8419.0,12943.0,15099.0,6962.0,9035.0,5300.0,1965.0,524.0,394.0,7704.0
IND,SEAR,119714.0,133561.0,157047.0,133654.0,121313.0,143338.0,114036.0,202054.0,146196.0,129639.0,190881.0,161216.0,155076.0,252940.0,161379.0,165771.0,89612.0,77859.0,71798.0,50391.0,50518.0,37494.0,47072.0,61004.0,33990.0,21013.0,38835.0,51780.0,40044.0,47147.0,55443.0,36711.0,64185.0,41144.0,44258.0,56188.0,31458.0,33634.0,3305.0,8285.0,26530.0,30168.0,17250.0,12032.0,19474.0,10430.0,5604.0,5700.0,40967.0
IRL,EUR,2040.0,2957.0,1651.0,1501.0,1585.0,1668.0,1106.0,1075.0,1897.0,6180.0,5725.0,9903.0,451.0,201.0,936.0,1248.0,556.0,135.0,179.0,4328.0,1233.0,235.0,228.0,185.0,204.0,147.0,,241.0,243.0,584.0,334.0,95.0,87.0,64.0,57.0,164.0,443.0,285.0,107.0,51.0,33.0,4.0,43.0,25.0,76.0,65.0,15.0,0.0,2.0
IRN,EMR,18623.0,33640.0,16176.0,20188.0,53615.0,20117.0,31130.0,35858.0,47719.0,43623.0,32909.0,20582.0,14904.0,19383.0,11559.0,5895.0,5341.0,6034.0,5028.0,4616.0,506.0,263.0,2329.0,3901.0,2869.0,4137.0,11874.0,9582.0,9554.0,11644.0,3.0,7.0,220.0,133.0,127.0,262.0,538.0,73.0,332.0,189.0,99.0,615.0,82.0,51.0,203.0,20.0,4.0,103.0,230.0
IRQ,EMR,65391.0,55889.0,37884.0,76329.0,52634.0,73243.0,26542.0,64294.0,31564.0,37903.0,38148.0,22186.0,10122.0,7978.0,9284.0,11617.0,3045.0,11358.0,20106.0,16339.0,10657.0,7650.0,256.0,708.0,43735.0,9920.0,726.0,4088.0,,,9081.0,908.0,474.0,230.0,5494.0,30328.0,492.0,15.0,15.0,669.0,1317.0,1433.0,37.0,41.0,489.0,3799.0,,197.0,12.0
ISL,EUR,37.0,11.0,36.0,2994.0,240.0,32.0,13.0,24.0,14.0,39.0,162.0,374.0,132.0,14.0,11.0,23.0,14.0,10.0,8.0,8.0,7.0,2.0,1.0,1.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,9.0,0.0,0.0,0.0
ISR,EUR,871.0,4795.0,73.0,89.0,400.0,553.0,215.0,228.0,7864.0,129.0,137.0,3005.0,1951.0,438.0,194.0,29.0,230.0,991.0,66.0,141.0,1555.0,22.0,19.0,12.0,8.0,14.0,36.0,19.0,2.0,124.0,116.0,2.0,9.0,539.0,931.0,5.0,23.0,70.0,211.0,50.0,6.0,80.0,8.0,42.0,3177.0,939.0,6.0,0.0,
ITA,EUR,24714.0,52033.0,55493.0,42677.0,67360.0,23270.0,27452.0,71239.0,18423.0,26371.0,77149.0,75040.0,21306.0,20627.0,92188.0,29214.0,5223.0,23458.0,65013.0,16890.0,6158.0,37131.0,32596.0,41254.0,4072.0,2908.0,1457.0,,9385.0,10982.0,599.0,135.0,439.0,321.0,1617.0,351.0,372.0,5189.0,376.0,,,159.0,,4042.0,2682.0,1623.0,103.0,9.0,15.0
JAM,AMR,595.0,705.0,1206.0,49.0,845.0,82.0,36.0,5266.0,2815.0,1164.0,236.0,67.0,30.0,37.0,30.0,5726.0,3651.0,308.0,0.0,0.0,0.0,15.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOR,EMR,1165.0,1116.0,827.0,1170.0,627.0,1212.0,552.0,1174.0,1594.0,183.0,2592.0,559.0,297.0,1645.0,4810.0,1397.0,290.0,143.0,1071.0,2985.0,516.0,318.0,448.0,7026.0,428.0,115.0,32.0,61.0,19.0,76.0,21.0,28.0,1.0,41.0,2.0,0.0,0.0,0.0,3.0,120.0,20.0,0.0,0.0,0.0,0.0,48.0,0.0,,457.0
JPN,WPR,24002.0,15217.0,31647.0,18051.0,34385.0,18866.0,13219.0,21471.0,6716.0,7281.0,12268.0,2810.0,6323.0,5872.0,3109.0,1753.0,3259.0,5452.0,,2002.0,,,1640.0,,899.0,,22497.0,22552.0,33812.0,8286.0,8752.0,,520.0,,11015.0,741.0,450.0,434.0,228.0,229.0,462.0,35.0,165.0,187.0,279.0,742.0,12.0,6.0,
KAZ,EUR,,,,,,,,,,,,,,,,,273.0,1425.0,647.0,3297.0,1788.0,284.0,123.0,120.0,1935.0,1391.0,245.0,94.0,18.0,24.0,2204.0,16118.0,109.0,13.0,20.0,0.0,4.0,127.0,55.0,73.0,321.0,526.0,122.0,2.0,576.0,13326.0,3270.0,2.0,4.0
KEN,AFR,38885.0,33868.0,34649.0,48758.0,41572.0,66792.0,28473.0,257839.0,270767.0,285681.0,200143.0,111492.0,26199.0,49858.0,70200.0,86727.0,77072.0,59937.0,65004.0,961.0,4180.0,3322.0,3572.0,3339.0,9262.0,8601.0,21002.0,11304.0,766.0,65.0,20.0,153.0,1847.0,1516.0,1282.0,1218.0,95.0,2395.0,,190.0,354.0,95.0,128.0,63.0,822.0,439.0,597.0,266.0,1774.0
KGZ,EUR,,,,,,,,,,,,,,,,,584.0,824.0,815.0,3825.0,168.0,17.0,74.0,998.0,2397.0,478.0,16.0,17.0,2.0,6.0,8.0,53.0,27.0,40.0,16.0,1.0,0.0,222.0,0.0,1.0,318.0,17779.0,0.0,5.0,1007.0,2380.0,,3.0,
KHM,WPR,,,,,,,32240.0,40774.0,57605.0,10368.0,38329.0,44557.0,17219.0,9281.0,4934.0,9256.0,2473.0,2186.0,2759.0,1262.0,946.0,2038.0,2814.0,3826.0,1993.0,13827.0,12237.0,3761.0,1361.0,653.0,352.0,264.0,188.0,394.0,4211.0,4779.0,1156.0,722.0,15.0,0.0,0.0,0.0,56.0,10.0,3.0,684.0,379.0,5.0,13.0
KIR,WPR,9212.0,0.0,3.0,78.0,2683.0,0.0,170.0,70.0,11.0,0.0,1417.0,2015.0,2.0,22.0,264.0,1612.0,30.0,8.0,4357.0,114.0,292.0,4.0,13.0,25.0,355.0,2.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,3.0,0.0,1.0,
KNA,AMR,0.0,,,1.0,9.0,856.0,305.0,52.0,138.0,556.0,2.0,27.0,22.0,21.0,12.0,12.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOR,WPR,4867.0,4973.0,7328.0,5064.0,6149.0,2533.0,5097.0,2307.0,6776.0,695.0,2246.0,1283.0,1818.0,1880.0,1579.0,2394.0,3415.0,,,,7883.0,71.0,71.0,2.0,4.0,,32647.0,23060.0,62.0,33.0,11.0,7.0,28.0,194.0,2.0,17.0,114.0,42.0,2.0,107.0,442.0,7.0,18.0,5.0,15.0,194.0,6.0,0.0,
KWT,EMR,2870.0,1982.0,907.0,2162.0,1560.0,2086.0,1382.0,2595.0,586.0,1590.0,608.0,2061.0,237.0,428.0,70.0,71.0,71.0,165.0,383.0,260.0,432.0,12.0,15.0,26.0,90.0,13.0,6.0,,,,23.0,10.0,,,,,13.0,32.0,27.0,62.0,55.0,18.0,8.0,18.0,42.0,12.0,,3.0,7.0
LAO,WPR,22.0,169.0,166.0,153.0,208.0,,1380.0,,383.0,1076.0,924.0,1492.0,1367.0,2580.0,2243.0,2793.0,2168.0,1400.0,520.0,1083.0,984.0,3174.0,917.0,671.0,4613.0,2302.0,332.0,94.0,2070.0,1810.0,1491.0,295.0,58.0,1678.0,174.0,78.0,153.0,113.0,32.0,71.0,339.0,56.0,8.0,3.0,10.0,1119.0,138.0,2.0,0.0
LBN,EMR,,,,,,,,3.0,,266.0,,,,,,,,,13.0,396.0,51.0,3.0,2.0,134.0,966.0,8.0,5.0,8.0,36.0,526.0,213.0,618.0,956.0,373.0,24.0,22.0,12.0,9.0,9.0,1761.0,112.0,39.0,44.0,126.0,944.0,1047.0,15.0,,
LBR,AFR,592.0,591.0,2212.0,3588.0,3705.0,3243.0,6567.0,7810.0,6873.0,4835.0,6151.0,2686.0,836.0,2178.0,2556.0,1866.0,,,5776.0,6398.0,571.0,56.0,1938.0,2961.0,1436.0,1679.0,5977.0,1379.0,131.0,142.0,4.0,8.0,20.0,1.0,1.0,6.0,2200.0,279.0,43.0,0.0,34.0,1060.0,789.0,960.0,3781.0,1203.0,884.0,250.0,8300.0
LBY,EMR,732.0,1561.0,1863.0,2474.0,1560.0,2879.0,1547.0,1570.0,928.0,996.0,2526.0,4193.0,851.0,401.0,316.0,207.0,931.0,1695.0,3691.0,733.0,1127.0,,,26.0,50.0,,,633.0,3890.0,,2771.0,292.0,1.0,59.0,8.0,329.0,,,320.0,,372.0,82.0,32.0,8.0,1082.0,188.0,,,32.0
LCA,AMR,382.0,520.0,725.0,0.0,134.0,9.0,35.0,134.0,2039.0,71.0,13.0,9.0,32.0,4.0,4.0,10.0,30.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LKA,SEAR,1580.0,5000.0,5639.0,5814.0,6128.0,6126.0,5032.0,6232.0,13273.0,8171.0,13215.0,9398.0,6235.0,3508.0,2630.0,780.0,4004.0,1896.0,701.0,558.0,566.0,408.0,158.0,195.0,177.0,2417.0,16527.0,309.0,139.0,65.0,35.0,3.0,0.0,44.0,33.0,21.0,79.0,60.0,51.0,2107.0,1686.0,1568.0,112.0,1.0,1.0,49.0,2.0,,0.0
LSO,AFR,5903.0,5806.0,3691.0,10434.0,6458.0,8753.0,7935.0,7624.0,6941.0,5239.0,5821.0,7362.0,4376.0,2448.0,1797.0,1378.0,2195.0,2351.0,1816.0,235.0,573.0,304.0,,0.0,,944.0,660.0,217.0,0.0,1.0,31.0,,1.0,2.0,0.0,0.0,2488.0,172.0,179.0,516.0,0.0,0.0,0.0,0.0,7.0,464.0,39.0,368.0,3.0
LTU,EUR,,,,,,,,,,,,,,,,,,143.0,200.0,249.0,286.0,188.0,35.0,30.0,18.0,23.0,19.0,7.0,103.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,7.0,0.0,35.0,11.0,50.0,22.0,2.0,30.0,834.0,2.0,0.0,0.0
LUX,EUR,171.0,288.0,41.0,424.0,263.0,121.0,63.0,214.0,243.0,21.0,35.0,62.0,27.0,153.0,18.0,12.0,16.0,1.0,48.0,4.0,1.0,1.0,25.0,1.0,,,0.0,,,1.0,0.0,,8.0,0.0,1.0,0.0,0.0,6.0,2.0,0.0,,0.0,0.0,4.0,4.0,24.0,0.0,0.0,0.0
LVA,EUR,,,,,,,,,,,,,,,,,21.0,6.0,248.0,54.0,10.0,2.0,3.0,4.0,3.0,0.0,0.0,1.0,,,0.0,2.0,7.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,36.0,0.0,0.0,0.0,25.0,3.0,0.0,0.0,0.0
MAR,EMR,123366.0,143988.0,87011.0,156598.0,94094.0,113486.0,86919.0,109486.0,53160.0,80806.0,11484.0,4216.0,15333.0,26621.0,2306.0,1689.0,1577.0,2125.0,6008.0,8431.0,3512.0,2380.0,1324.0,2512.0,7863.0,10853.0,7368.0,2724.0,6000.0,10841.0,6399.0,,1217.0,2248.0,1455.0,834.0,633.0,982.0,668.0,92.0,10.0,17.0,,,483.0,,,,
MCO,EUR,,,,,,,,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,160.0,,,,,,0.0,,,,,0.0,,,,,,,,,5.0,,,,,1.0,0.0,1.0,,0.0,
MDA,EUR,,,,,,,,,,,,,,,,,3242.0,621.0,322.0,866.0,3951.0,1174.0,344.0,364.0,673.0,245.0,687.0,457.0,4929.0,87.0,4.0,6.0,34.0,10.0,0.0,0.0,0.0,0.0,11.0,27.0,2.0,0.0,0.0,0.0,340.0,90.0,,0.0,
MDG,AFR,,,40398.0,130771.0,93499.0,146887.0,119679.0,140653.0,84494.0,101925.0,66894.0,69884.0,21546.0,10841.0,17069.0,29654.0,14459.0,5824.0,1846.0,6060.0,14164.0,11731.0,5961.0,13865.0,15510.0,35196.0,35256.0,9357.0,10795.0,62233.0,35558.0,,2.0,0.0,3.0,0.0,1.0,0.0,2.0,6.0,3.0,3.0,5.0,11.0,21420.0,213231.0,777.0,44.0,80.0
MDV,SEAR,,,,,,1524.0,,1479.0,0.0,0.0,0.0,2029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,706.0,3070.0,0.0,,0.0,,20.0,0.0,926.0,75.0,37.0,1395.0,47.0,20.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,15.0,0.0,0.0
MEX,AMR,2325.0,1530.0,23722.0,24035.0,3078.0,10691.0,29730.0,11136.0,6364.0,3368.0,5158.0,23826.0,9824.0,2776.0,3915.0,20381.0,68782.0,5077.0,533.0,172.0,128.0,244.0,2.0,0.0,0.0,0.0,30.0,3.0,0.0,44.0,64.0,6.0,23.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,196.0,0.0,0.0
MHL,WPR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,,13.0,14.0,19.0,10.0,9.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1127.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,
MKD,EUR,,,,,,,,,,,,,,,,,,181.0,180.0,2495.0,229.0,217.0,1056.0,364.0,,53.0,36.0,27.0,19.0,18.0,9.0,5.0,3.0,1.0,27.0,5.0,217.0,701.0,7.0,4.0,116.0,1.0,0.0,19.0,64.0,1337.0,0.0,1.0,0.0
MLI,AFR,40476.0,34481.0,39673.0,25624.0,18049.0,12782.0,10007.0,8413.0,16432.0,8759.0,4494.0,29732.0,4669.0,4352.0,4478.0,3605.0,1388.0,13473.0,7830.0,10595.0,3420.0,3306.0,10995.0,3531.0,10240.0,2506.0,1578.0,4464.0,717.0,232.0,172.0,33.0,128.0,2.0,98.0,2939.0,1719.0,24.0,341.0,221.0,290.0,215.0,107.0,26.0,499.0,454.0,498.0,2074.0,765.0
MLT,EUR,784.0,23.0,38.0,472.0,3348.0,30.0,14.0,121.0,1530.0,620.0,58.0,175.0,1844.0,46.0,17.0,17.0,6.0,8.0,43.0,3.0,8.0,27.0,16.0,5.0,3.0,1.0,2.0,2.0,7.0,4.0,4.0,6.0,1.0,2.0,1.0,1.0,0.0,3.0,,,0.0,2.0,0.0,0.0,6.0,30.0,2.0,1.0,0.0
MMR,SEAR,2350.0,4326.0,7674.0,6190.0,5867.0,17090.0,21457.0,26821.0,25102.0,18919.0,16580.0,16386.0,3830.0,5540.0,4323.0,3883.0,7900.0,4437.0,1794.0,2682.0,1855.0,1170.0,1684.0,1035.0,1465.0,791.0,845.0,2519.0,736.0,830.0,1329.0,314.0,760.0,1088.0,333.0,329.0,190.0,2046.0,2175.0,1010.0,122.0,6.0,266.0,1293.0,1389.0,5252.0,444.0,8.0,10.0
MNE,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,,,0.0,0.0,200.0,0.0,,0.0,0.0
MNG,WPR,,,16807.0,3045.0,138.0,355.0,5338.0,695.0,209.0,1935.0,29738.0,525.0,133.0,378.0,3044.0,2176.0,296.0,656.0,1069.0,71.0,177.0,555.0,128.0,4.0,8.0,10.0,925.0,10677.0,1205.0,18.0,0.0,0.0,26.0,12.0,31.0,8.0,7.0,0.0,0.0,0.0,0.0,20359.0,30273.0,9.0,1.0,2.0,0.0,,46.0
MOZ,AFR,445.0,10414.0,8711.0,10220.0,7457.0,13519.0,30070.0,16358.0,11909.0,11734.0,12508.0,16507.0,16109.0,12749.0,12142.0,22832.0,18082.0,5059.0,3092.0,5799.0,9618.0,4166.0,9251.0,15324.0,15693.0,3936.0,7375.0,7085.0,7155.0,28898.0,9396.0,12598.0,183.0,267.0,4.0,60.0,2321.0,177.0,145.0,8.0,9.0,79.0,,122.0,16.0,63.0,426.0,619.0,1047.0
MRT,AFR,9961.0,9501.0,10373.0,6701.0,6761.0,9382.0,11441.0,8658.0,6743.0,15710.0,11203.0,15123.0,5318.0,2323.0,434.0,5032.0,1379.0,4601.0,4990.0,5754.0,2668.0,195.0,,499.0,1303.0,5263.0,,1398.0,883.0,3611.0,5039.0,127.0,22.0,11.0,4.0,322.0,1292.0,234.0,35.0,62.0,14.0,1.0,13.0,63.0,77.0,196.0,0.0,249.0,96.0
MUS,AFR,,,,,,,35.0,0.0,4.0,0.0,6.0,2.0,5.0,0.0,2.0,0.0,1.0,0.0,7.0,88.0,10.0,6.0,0.0,0.0,,0.0,0.0,0.0,,777.0,28.0,7.0,3.0,13.0,12.0,15.0,12.0,2.0,0.0,0.0,0.0,,0.0,0.0,,98.0,,0.0,0.0
MWI,AFR,,,200000.0,201000.0,246511.0,195644.0,162686.0,84610.0,104921.0,150248.0,80766.0,126581.0,105682.0,114061.0,81100.0,93100.0,,5730.0,32177.0,3614.0,2164.0,4218.0,9120.0,10845.0,3591.0,152.0,304.0,150.0,92.0,167.0,1116.0,184.0,1.0,143.0,20.0,21.0,118712.0,26.0,11.0,1.0,3.0,0.0,0.0,4.0,1.0,17.0,76.0,5.0,29.0
MYS,WPR,7990.0,1377.0,4786.0,6972.0,7233.0,6352.0,8727.0,5690.0,9268.0,9313.0,8147.0,5163.0,4699.0,5429.0,2304.0,1027.0,563.0,275.0,363.0,542.0,346.0,654.0,460.0,627.0,483.0,2576.0,6187.0,2198.0,408.0,632.0,5729.0,1407.0,564.0,394.0,334.0,153.0,73.0,1569.0,1868.0,195.0,221.0,1318.0,1569.0,1709.0,1981.0,1077.0,478.0,128.0,209.0
NAM,AFR,,,,,,,,,,,,,,16874.0,4482.0,,,,6874.0,1328.0,133.0,1723.0,4901.0,5359.0,495.0,296.0,469.0,416.0,1278.0,262.0,4.0,4.0,3.0,21.0,0.0,4076.0,3138.0,79.0,86.0,1028.0,477.0,212.0,40.0,16.0,9.0,12.0,5.0,4.0,31.0
NER,AFR,32646.0,17018.0,23523.0,18175.0,35302.0,44294.0,36811.0,36139.0,39815.0,30288.0,42199.0,64689.0,17626.0,14290.0,16864.0,22932.0,20463.0,90071.0,31341.0,36557.0,48685.0,67986.0,68921.0,32649.0,11404.0,36156.0,21319.0,61208.0,31584.0,54190.0,63057.0,2183.0,59.0,282.0,1317.0,801.0,372.0,771.0,272.0,1224.0,1142.0,7693.0,776.0,1171.0,5034.0,10321.0,2754.0,9271.0,12898.0
NGA,AFR,115634.0,134976.0,153560.0,282897.0,188727.0,176468.0,162106.0,129671.0,139785.0,136778.0,182591.0,161768.0,115743.0,77566.0,75908.0,33678.0,115682.0,44026.0,85965.0,54734.0,106081.0,12393.0,88675.0,21385.0,143098.0,217151.0,212183.0,168107.0,42007.0,141258.0,31521.0,110927.0,704.0,2613.0,9960.0,1272.0,8491.0,18843.0,6447.0,52852.0,6855.0,12423.0,17136.0,11190.0,7063.0,28094.0,8877.0,10649.0,23983.0
NIC,AMR,841.0,1934.0,1368.0,901.0,161.0,1270.0,3784.0,224.0,226.0,112.0,153.0,956.0,2550.0,792.0,314.0,0.0,0.0,0.0,2332.0,339.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NIU,WPR,,4.0,0.0,1.0,0.0,2.0,22.0,2.0,0.0,0.0,0.0,21.0,7.0,0.0,1.0,1.0,,121.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,0.0
